cut,nsig,nbkg,njpsi,snr,rms_mu
0.0,16.77115125289017,16029.535534730652,2.338150400288564e-05,0.13239614235024866,0.0
0.25641025641,16.719027900598142,13978.333145633978,8.788437340203516e-06,0.1413265513583716,0.0
0.512820512821,16.65577004002162,12201.71882814056,9.834318989491025e-06,0.15068082798310664,0.0
0.769230769231,16.578749096892135,10586.866969602777,6.717824934969377e-06,0.16100088010794594,0.0
1.02564102564,16.501960979913683,9198.55758792845,1.0565644344955858e-05,0.17190419802204385,0.0
1.28205128205,16.4205322302645,7969.775593203768,4.00916917689361e-06,0.1837457250479344,0.0
1.53846153846,16.36340163484354,6859.966981089994,7.106039729304868e-05,0.19733095627752464,0.0
1.79487179487,16.27456152212808,5857.719670213706,1.8553929399254837e-07,0.21234524410438668,0.0
2.05128205128,16.181658489511502,4984.222755889033,0.00011522371244943554,0.22883395215203345,0.0
2.30769230769,16.06998981720328,4215.070099365899,4.799686276361921e-06,0.24705116090118143,0.0
2.5641025641,15.957043269150496,3530.037819331565,1.429200886485667e-06,0.2679682694406024,0.0
2.82051282051,15.844181230353456,2943.954841267886,2.4518300236817347e-07,0.29123173004483,0.0
3.07692307692,15.707805688714112,2414.561467181796,1.4169773689202127e-07,0.318631216958885,0.0
3.33333333333,15.561127671451592,1952.7347723815637,2.45991318037837e-07,0.35074854000816197,0.0
3.58974358974,15.389147421280272,1582.7681402632643,7.593239176722376e-07,0.38495042207838365,0.0
3.84615384615,15.201686734651384,1273.0344522459943,2.1840342600812284e-05,0.4235396133765421,0.0
4.10256410256,14.965658578801767,1023.7367142137699,2.0707065779654663e-06,0.46435515465228255,0.0
4.35897435897,14.719026977706184,806.6496014342162,9.640728842679183e-07,0.5135822970751579,0.0
4.61538461538,14.453783007448612,624.115275417687,1.926052230951408e-05,0.5719757129301096,0.0
4.87179487179,14.143222188625375,478.7846721410102,1.9032563146287525e-06,0.6370252775232236,0.0
5.12820512821,13.767466825296921,364.3687599591724,0.017599952561041604,0.7079780430388629,0.0
5.38461538462,13.370619710770075,270.2186884242153,0.05667856440635024,0.7938952712963764,0.0
5.64102564103,12.930798458509738,197.1505827306429,0.17430365069913725,0.8917671481037531,0.0
5.89743589744,12.46331054210328,139.8069607637633,0.10520554778187631,1.0096616886631768,0.0
6.15384615385,11.935855993436054,94.60602951984812,0.07004456553135585,1.1559809241838015,0.0
6.41025641026,11.335153017580831,72.43938365164912,0.0009774346301241008,1.2384225074037152,0.0
6.66666666667,10.718593202419836,47.584927023273266,0.031376745811936835,1.4033744681992342,0.0
6.92307692308,10.010267158677685,35.18150689414694,0.018466844617980354,1.4887687964966543,0.0
7.17948717949,9.242448529457741,24.733609480726425,0.03138027479428316,1.5848934895142717,0.0
7.4358974359,8.41455068555074,18.553736138006684,2.0569988350800435e-07,1.6203328986831358,0.0
7.69230769231,7.557728839118082,11.315855204504203,0.0034665208000999636,1.7394992122440522,0.0
7.94871794872,6.608799116516541,4.279201366955097,0.029000625524922132,2.0001882600240424,0.0
8.20512820513,5.631453362765704,2.302977282926262,0.025016555327113686,1.9960850352428707,0.0
8.46153846154,4.692148066929574,2.0063756632621175,0.060287934600635654,1.8048309753320775,0.0
8.71794871795,3.7029880520405394,1.9893083756402783,5.900758929065876e-05,1.5520521358316663,0.0
8.97435897436,2.731586220682984,1.7178156870857326,1.576037722791445e-17,1.2949830826575812,0.0
9.23076923077,1.7882236943429224,0.5578857043099803,0.0,1.167475338562455,0.0
9.48717948718,1.0556703451722915,0.6518774865490735,0.0,0.8078707476955836,0.0
9.74358974359,0.52830786876754,0.13344167241648822,0.0,0.6494418256310381,0.0
10.0,0.2173287197485387,0.1358155389755693,0.0,0.3657135457866892,0.0
