cut,nsig,nbkg,njpsi,snr,rms_mu
0.0,7.094006796384929,3795.8578886842165,4.688522564592048e-06,0.11503531444900565,0.0
0.25641025641,7.0833350690866235,3370.5954078719233,1.0937185386483345e-07,0.12187892521158197,0.0
0.512820512821,7.0701264842687435,2996.35845585251,5.5614958738635075e-06,0.12900856018105145,0.0
0.769230769231,7.05601635065781,2650.315405735509,6.174625662165685e-06,0.13687793602978549,0.0
1.02564102564,7.039535597302009,2356.0177942824735,9.703154474114894e-09,0.14481277649111807,0.0
1.28205128205,7.024255924969973,2083.0074286059603,1.0779765094966719e-06,0.15364693150966197,0.0
1.53846153846,7.003168510808849,1818.4800647919603,2.750181754353145e-07,0.16391007623132775,0.0
1.79487179487,6.985976321753414,1585.74842917813,5.829469357626061e-06,0.1750473045543659,0.0
2.05128205128,6.962720219127953,1366.384154531715,9.641418257605433e-06,0.1878835775404461,0.0
2.30769230769,6.941470833226672,1188.8739526338993,1.1470286451702424e-09,0.20073330163575595,0.0
2.5641025641,6.9179464112691855,1015.4163163316706,4.325056418033268e-07,0.2163618744865382,0.0
2.82051282051,6.892464959121653,870.2248746627288,1.0539156334266052e-07,0.23272643589325462,0.0
3.07692307692,6.856722550983185,727.7171228462818,4.9102649432413776e-09,0.252987373372499,0.0
3.33333333333,6.812509076759594,596.1535955074863,4.8665651743290355e-09,0.27743461378237466,0.0
3.58974358974,6.760628447080517,498.80890504334633,7.795565660761256e-07,0.3006745161687068,0.0
3.84615384615,6.706256035374436,416.9821748702857,4.387227104146047e-06,0.32580430997992077,0.0
4.10256410256,6.644553222134199,342.64276879009924,6.776704826259764e-06,0.3555284578041336,0.0
4.35897435897,6.563785405518169,264.7437729914005,0.07997233141694597,0.3984367868796853,0.0
4.61538461538,6.476995208589724,209.93515473196317,0.10289235168014794,0.4401792222198222,0.0
4.87179487179,6.37074074194745,169.45971095123284,0.13788730046066552,0.48025585082045696,0.0
5.12820512821,6.248010772523295,132.84414351127353,0.13164424307855785,0.5295232459701231,0.0
5.38461538462,6.109848783855898,100.56105510538913,0.11861461847448071,0.5912431846386071,0.0
5.64102564103,5.966500850251697,79.67896623436556,0.15081948785805593,0.644147701237796,0.0
5.89743589744,5.809423497106012,62.45667969981842,0.0418370607899282,0.7029063100023487,0.0
6.15384615385,5.624535209192288,44.89251913749176,3.1554434740493106e-07,0.7913482184567187,0.0
6.41025641026,5.418619416742682,32.950227446962835,7.09380654433208e-10,0.8747808662760017,0.0
6.66666666667,5.213881933637344,25.17091478451897,2.3007568297881854e-06,0.9458733916134392,0.0
6.92307692308,4.974646852419655,19.564852983299087,0.01966540502596516,1.00381910083739,0.0
7.17948717949,4.7142996817463185,13.78075515728597,0.039214559954428525,1.0950386571461939,0.0
7.4358974359,4.402269981485299,10.364513556800313,2.2735563801918942e-07,1.1456018746584955,0.0
7.69230769231,4.039477974156949,8.10208047931756,1.3310643075656367e-09,1.1592791549822536,0.0
7.94871794872,3.614304384392692,4.041739349740232,0.00366120573839772,1.3059264086431104,0.0
8.20512820513,3.163429296671073,2.915793479967091,0.015232129592791892,1.2814176404101605,0.0
8.46153846154,2.7071659293216985,3.4393798835231304,1.3060310696896826e-06,1.091941238643853,0.0
8.71794871795,2.201180688724091,2.4488020795926038,0.0,1.020774993321786,0.0
8.97435897436,1.6589199147565719,1.842007310116086,8.87773612352842e-21,0.8866125597625065,0.0
9.23076923077,1.1511794306587546,0.4350963234018844,0.0,0.9140157468527909,0.0
9.48717948718,0.7224446872165786,0.44286835884666437,0.0,0.6692421679303596,0.0
9.74358974359,0.38230460771737823,0.13584206819126113,0.0,0.5311084048106423,0.0
10.0,0.16935639728552468,0.13797810348205986,0.0,0.30548926131987475,0.0
